"logFC","logCPM","F","PValue","FDR","gene","cluster_id","contrast","Significant","neglogFDR"
10.2905093861393,0.278626698172683,47.4548337531163,7.65934907917362e-11,6.28556822833304e-07,"SERPINB3","Mast cell","TN - PD",TRUE,6.20165545508629
-1.27461823081529,9.31549570010685,43.402895902393,1.1633375398517e-10,7.95567765586584e-07,"RPLP1","Mast cell","TN - PD",TRUE,6.09932282171587
8.40830888780825,0.307231206751016,43.3278079148019,3.50907247268615e-10,2.05691802427511e-06,"EPHB2","Mast cell","TN - PD",TRUE,5.68678301618782
-1.49597859675218,7.74988667668613,39.8876676557527,5.692551771637e-10,2.8360643626554e-06,"RPS8","Mast cell","TN - PD",TRUE,5.54728391734338
-11.400909590194,0.0121694094871725,42.2187939082959,6.7465313756017e-10,2.8360643626554e-06,"CCL19","Mast cell","TN - PD",TRUE,5.54728391734338
8.8517893100606,0.227628672471897,41.7514809582601,6.91183554946238e-10,2.8360643626554e-06,"SERPINB5","Mast cell","TN - PD",TRUE,5.54728391734338
13.042183953361,5.63834233180917,1296.43167922662,1.64740144959945e-113,6.75961762799648e-109,"EPCAM","Mast cell","TN - RD",TRUE,108.170077870145
14.2499932672089,5.81588321554952,1151.25013181356,4.41809410806174e-103,9.06416187209947e-99,"TACSTD2","Mast cell","TN - RD",TRUE,98.0426723472387
12.3935466236901,5.25158619628528,874.848904901663,4.41556567287698e-94,6.03931635631627e-90,"MGST1","Mast cell","TN - RD",TRUE,89.2190122202337
14.4159334401587,5.93568711417672,811.741542756128,2.54606535311896e-84,2.61175383922943e-80,"CLDN4","Mast cell","TN - RD",TRUE,79.5830677582171
13.3327313362682,5.11198668523435,654.271880452615,3.06078979748485e-79,2.51180653940796e-75,"GPRC5A","Mast cell","TN - RD",TRUE,74.6000138132243
13.5852213093498,5.37877543872282,632.215689320109,4.4805220243234e-76,3.06407966170063e-72,"C3","Mast cell","TN - RD",TRUE,71.5136999478556
11.500151409461,4.41848254644949,513.448522175407,4.75684861655474e-70,2.78832874906392e-66,"EMP2","Mast cell","TN - RD",TRUE,65.5546560234408
